company.founded,company.name,company.relationship,company.sector,company.type,demographics.age,demographics.gender,location.citizenship,location.country code,location.gdp,location.region,name,rank,wealth.how.category,wealth.how.from emerging,wealth.how.industry,wealth.how.inherited,wealth.how.was founder,wealth.how.was political,wealth.type,wealth.worth in billions,year
1956,Cablevision Industries,founder,media,new,84,male,United States,USA,0.0,North America,Alan Gerry,1210,Non-Traded Sectors,True,Media,not inherited,True,True,founder non-finance,1.4,2014
1896,Blokker Holding,relation,retail,new,68,male,Belgium,BEL,0.0,Europe,Albert Blokker,1210,Non-Traded Sectors,True,"Retail, Restaurant",3rd generation,True,True,inherited,1.4,2014
1952,Construcciones y Contratas,owner,construction,aquired,68,male,Spain,ESP,0.0,Europe,Alberto Cortina,1210,Financial,True,Diversified financial,not inherited,True,True,self-made finance,1.4,2014
1992,International Potassium Company (MMK),owner,fertilizers,privatization,61,male,Russia,RUS,0.0,Europe,Anatoly Lomakin,1210,Traded Sectors,True,Consumer,not inherited,True,True,privatized and resources,1.4,2014
1959,Akwa Group,relation,oil and gas,new,53,male,Morocco,MAR,0.0,Middle East/North Africa,Aziz Akhannouch,1210,Resource Related,True,Energy,father,True,True,inherited,1.4,2014
1953,Red McCombs Automotive Group,founder,"auto sales, energy",new,86,male,United States,USA,0.0,North America,Billy Joe (Red) McCombs,1210,Financial,True,Real Estate,not inherited,True,True,self-made finance,1.4,2014
2002,Hengli Group,chairman,plastics,new,43,male,China,CHN,0.0,East Asia,Chen Jianhua,1210,Traded Sectors,True,Non-consumer industrial,not inherited,True,True,executive,1.4,2014
1985,Foresight Reserves,founder,coal,new,56,male,United States,USA,0.0,North America,Christopher Cline,1210,Resource Related,True,Mining and metals,not inherited,True,True,privatized and resources,1.4,2014
1947,Pace Foods,relation,salsa,new,71,male,United States,USA,0.0,North America,Christopher Goldsbury,1210,Traded Sectors,True,Consumer,father,True,True,inherited,1.4,2014
1957,Fayat,founder,construction,new,82,male,France,FRA,0.0,Europe,Clement Fayat,1210,Non-Traded Sectors,True,Constrution,not inherited,True,True,founder non-finance,1.4,2014
1979,Dumbo,founder,real estate,new,75,male,United States,USA,0.0,North America,David Walentas,1210,Financial,True,Real Estate,not inherited,True,True,self-made finance,1.4,2014
1964,Moscow Domodedovo Airport.,chairman,airport,privatization,45,male,Russia,RUS,0.0,Europe,Dmitry Kamenshchik,1210,Financial,True,Real Estate,not inherited,True,True,privatized and resources,1.4,2014
2004,Uralchem,founder,fertilizers,new,45,male,Russia,RUS,0.0,Europe,Dmitry Mazepin,1210,Traded Sectors,True,Non-consumer industrial,not inherited,True,True,founder non-finance,1.4,2014
1962,Sunbeam Television,chairman,media,new,77,male,United States,USA,0.0,North America,Edmund Ansin,1210,Non-Traded Sectors,True,Media,not inherited,True,True,executive,1.4,2014
1896,Blokker Holding,relation,retail,new,66,female,Netherlands,NLD,0.0,Europe,Els Blokker,1210,Non-Traded Sectors,True,"Retail, Restaurant",spouse/widow,True,True,inherited,1.4,2014
1993,Northgas,owner,oil and gas,subsidiary,58,male,Russia,RUS,0.0,Europe,Farkhad Akhmedov,1210,Resource Related,True,Energy,not inherited,True,True,privatized and resources,1.4,2014
1936,Salini Impregilo,relation,construction,new,78,male,Italy,ITA,0.0,Europe,Francesco Saverio Salini,1210,Non-Traded Sectors,True,Constrution,father,True,True,inherited,1.4,2014
1962,Saras SPA,relation,oil,new,77,male,Italy,ITA,0.0,Europe,Gian Marco Moratti,1210,Resource Related,True,Energy,father,True,True,inherited,1.4,2014
1989,Alfa Group,owner,"telecom, finance",new,47,male,Russia,RUS,0.0,Europe,Gleb Fetisov,1210,Non-Traded Sectors,True,Media,not inherited,True,True,executive,1.4,2014
2005,Chobani,founder,yogurt,new,42,male,Turkey,TUR,0.0,Middle East/North Africa,Hamdi Ulukaya,1210,Traded Sectors,True,Consumer,not inherited,True,True,founder non-finance,1.4,2014
1938,Samsung,relation,electronics,new,68,female,South Korea,KOR,0.0,East Asia,Hong Ra-Hee,1210,New Sectors,True,Technology-Computer,spouse/widow,True,True,inherited,1.4,2014
1975,TD Ameritrade,founder,banking,new,72,male,United States,USA,0.0,North America,J. Joe Ricketts,1210,Financial,True,Money Management,not inherited,True,True,self-made finance,1.4,2014
1994,Netscape Communications Corporation,founder,software,new,69,male,United States,USA,0.0,North America,James Clark,1210,New Sectors,True,Technology-Computer,not inherited,True,True,founder non-finance,1.4,2014
2001,Hypermarcas,founder,consumer goods,new,61,male,Brazil,BRA,0.0,Latin America,Joao Alves de Queiroz Filho,1210,Traded Sectors,True,Consumer,not inherited,True,True,founder non-finance,1.4,2014
1985,Blackstone Group,Global Head of Real Estate,private equity,new,44,male,United States,USA,0.0,North America,Jonathan Gray,1210,Financial,True,Other,not inherited,True,True,self-made finance,1.4,2014
1969,Konami Corporation,founder,toys,new,73,male,Japan,JPN,0.0,East Asia,Kagemasa Kozuki,1210,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,founder non-finance,1.4,2014
2001,Glenview Capital Management,founder,hedge funds,new,44,male,United States,USA,0.0,North America,Larry Robbins,1210,Financial,True,Hedge funds,not inherited,True,True,self-made finance,1.4,2014
1993,Tibet Cheezheng Tibetan Medicine,founder,pharmaceuticals,new,61,female,China,CHN,0.0,East Asia,Lei Jufang,1210,New Sectors,True,Technology-Medical,not inherited,True,True,founder non-finance,1.4,2014
1953,Aristocrat Leisure Limited,founder,gaming,new,90,male,Australia,AUS,0.0,North America,Len Ainsworth,1210,Traded Sectors,True,Consumer,not inherited,True,True,founder non-finance,1.4,2014
1943,Bradesco,relation,banking,new,76,female,Brazil,BRA,0.0,Latin America,Lina Maria Aguiar,1210,Financial,True,Money Management,father,True,True,inherited,1.4,2014
1937,Banco de Credito e Inversiones (BCI),relation,banking,new,63,male,Chile,CHL,0.0,Latin America,Luis Enrique Yarur Rey,1210,Financial,True,Money Management,father,True,True,inherited,1.4,2014
1993,Check Point,founder,software,new,48,male,Israel,ISR,0.0,Middle East/North Africa,Marius Nacht,1210,New Sectors,True,Technology-Computer,not inherited,True,True,founder non-finance,1.4,2014
1890,FEMSA,owner,beverages,new,81,male,Mexico,MEX,0.0,Latin America,Max Michel Suberville,1210,Traded Sectors,True,Consumer,not inherited,True,True,executive,1.4,2014
1972,Michael A. Ashcroft Associates,founder,investments,new,68,male,United Kingdom,GBR,0.0,Europe,Michael Ashcroft,1210,0,True,Other,not inherited,True,True,founder non-finance,1.4,2014
1955,Chalhoub Group,founder,luxury goods,new,82,male,France,FRA,0.0,Europe,Michel Chalhoub,1210,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,founder non-finance,1.4,2014
1981,Infosys,founder,software,new,58,male,India,IND,0.0,South Asia,Nandan Nilekani,1210,New Sectors,True,Technology-Computer,not inherited,True,True,founder non-finance,1.4,2014
1957,Hyatt,relation,hotels,aquired,70,male,United States,USA,0.0,North America,"Nicholas Pritzker, II.",1210,Financial,True,Real Estate,father,True,True,inherited,1.4,2014
1884,Bulgari,relation,luxury goods,new,73,male,Italy,ITA,0.0,Europe,Nicola Bulgari,1210,Traded Sectors,True,Consumer,5th generation or longer,True,True,inherited,1.4,2014
1990,Tinkoff Brewery,founder,beer,new,46,male,Russia,RUS,0.0,Europe,Oleg Tinkov,1210,Financial,True,Money Management,not inherited,True,True,self-made finance,1.4,2014
1884,Bulgari,relation,luxury goods,new,76,male,Italy,ITA,0.0,Europe,Paolo Bulgari,1210,Traded Sectors,True,Consumer,5th generation or longer,True,True,inherited,1.4,2014
1978,Mattamy Homes,founder,construction,new,63,male,Canada,CAN,0.0,North America,Peter Gilgan,1210,Non-Traded Sectors,True,Constrution,not inherited,True,True,founder non-finance,1.4,2014
1985,Auto-Teile-Unger,founder,auto repair,new,69,male,Germany,DEU,0.0,Europe,Peter Unger,1210,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,founder non-finance,1.4,2014
1996,Home Invest,founder,real estate,new,51,male,Norway,NOR,0.0,Europe,Petter Stordalen,1210,Financial,True,Real Estate,not inherited,True,True,self-made finance,1.4,2014
1925,Silvinit,CEO,fertilizers,privatization,64,male,Russia,RUS,0.0,Europe,Pyotr Kondrashev,1210,Traded Sectors,True,Consumer,not inherited,True,True,privatized and resources,1.4,2014
1997,CPI,founder,real estate,aquired,42,male,Czech Republic,CZE,0.0,Europe,Radovan Vitek,1210,Financial,True,Real Estate,not inherited,True,True,self-made finance,1.4,2014
1953,Manipal Education & Medical Group,relation,education,new,41,male,India,IND,0.0,South Asia,Ranjan Pai,1210,0,True,Other,3rd generation,True,True,inherited,1.4,2014
1954,Moncler,owner,winter jackets,aquired,52,male,Italy,ITA,0.0,Europe,Remo Ruffini,1210,Traded Sectors,True,Consumer,not inherited,True,True,executive,1.4,2014
1992,Chilton Investment Company,founder,investment banking,new,55,male,United States,USA,0.0,North America,Richard Chilton Jr,1210,Financial,True,Hedge funds,not inherited,True,True,self-made finance,1.4,2014
1829,Yuengling,relation,beer,new,70,male,United States,USA,0.0,North America,"Richard Yuengling, Jr.",1210,Traded Sectors,True,Consumer,5th generation or longer,True,True,inherited,1.4,2014
1994,Credit Bank of Moscow,founder,banking,new,46,male,Russia,RUS,0.0,Europe,Roman Avdeev,1210,Financial,True,Money Management,not inherited,True,True,self-made finance,1.4,2014
1955,Eliyahu Insurance Company,founder,insurance,new,78,male,Israel,ISR,0.0,Middle East/North Africa,Shlomo Eliahu,1210,Financial,True,Money Management,not inherited,True,True,self-made finance,1.4,2014
1980,Don Quijote,Chairman and Chief Executive Officer,retail,new,64,male,Japan,JPN,0.0,East Asia,Takao Yasuda,1210,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,executive,1.4,2014
1995,Broadcast.com,founder,entertainment,new,53,male,United States,USA,0.0,North America,Todd Wagner,1210,Non-Traded Sectors,True,Media,not inherited,True,True,founder non-finance,1.4,2014
2003,Mechel AOA,owner,"mining, steel",new,55,male,Germany,DEU,0.0,Europe,Vladimir Iorich,1210,Resource Related,True,Mining and metals,not inherited,True,True,privatized and resources,1.4,2014
1996,Avtotor Holding,founder,automobiles,new,64,male,Russia,RUS,0.0,Europe,Vladimir Scherbakov,1210,Traded Sectors,True,Consumer,not inherited,True,True,privatized and resources,1.4,2014
1995,Beijing Xinwei Telecom Technology,chairman,telecom,new,41,male,China,CHN,0.0,East Asia,Wang Jing,1210,Non-Traded Sectors,True,Media,not inherited,True,True,executive,1.4,2014
1997,Yantai Jereh Oilfield Services Group,founder,oil exploration equipment,new,44,male,China,CHN,0.0,East Asia,Wang Kunxiao,1210,Resource Related,True,Energy,not inherited,True,True,privatized and resources,1.4,2014
1994,Ningbo Yinyi Group,founder,real estate,new,57,male,Hong Kong,HKG,0.0,East Asia,Xiong Xuqiang,1210,Financial,True,Real Estate,not inherited,True,True,self-made finance,1.4,2014
1959,Mori Building,relation,construction,new,73,female,Japan,JPN,0.0,East Asia,Yoshiko Mori,1210,Non-Traded Sectors,True,Constrution,spouse/widow,True,True,inherited,1.4,2014
1990,Russia bank,Head of Board of Directors,banking,new,62,male,Russia,RUS,0.0,Europe,Yuri Kovalchuk,1210,Financial,True,Money Management,not inherited,True,True,privatized and resources,1.4,2014
1973,Panda Express,founder,restaurant,new,0,male,United States,USA,0.0,North America,Andrew Cherng,1270,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,founder non-finance,1.4,2014
1901,Nordstrom,relation,retail,new,78,female,United States,USA,0.0,North America,Anne Gittinger,1270,Non-Traded Sectors,True,"Retail, Restaurant",3rd generation,True,True,inherited,1.4,2014
1919,Katherine Werke AG,relation,antennas,new,29,male,Germany,DEU,0.0,Europe,"Anton Kathrein, Jr.",1270,Traded Sectors,True,Consumer,3rd generation,True,True,inherited,1.4,2014
1992,Highbridge Capital Management,founder,hedge funds,new,56,male,United States,USA,0.0,North America,Henry Swieca,1270,Financial,True,Hedge funds,not inherited,True,True,self-made finance,1.4,2014
2003,Shutterstock,founder,internet company,new,39,male,United States,USA,0.0,North America,Jonathan Oringer,1270,Non-Traded Sectors,True,Media,not inherited,True,True,founder non-finance,1.4,2014
1973,Wynn Resorts,founder,casinos,new,71,male,Japan,JPN,0.0,East Asia,Kazuo Okada,1270,Financial,True,Real Estate,not inherited,True,True,self-made finance,1.4,2014
1992,BTS Skytrain,founder,mass transit,new,64,male,Thailand,THA,0.0,East Asia,Keeree Kanjanapas,1270,Financial,True,Real Estate,not inherited,True,True,self-made finance,1.4,2014
1956,Orion Corp.,relation,snack foods,new,58,female,South Korea,KOR,0.0,East Asia,Lee Hwa-Kyung,1270,Non-Traded Sectors,True,Media,father,True,True,inherited,1.4,2014
1995,Liye Group,founder,investments,new,50,male,China,CHN,0.0,East Asia,Lin Li,1270,Financial,True,Diversified financial,not inherited,True,True,self-made finance,1.4,2014
2010,Zulily,founder,e-commerce,new,43,male,United States,USA,0.0,North America,Mark Vadon,1270,New Sectors,True,Technology-Computer,not inherited,True,True,founder non-finance,1.4,2014
1995,Finstar Financial Group,founder,retail,new,49,male,Russia,RUS,0.0,Europe,Oleg Boyko,1270,Non-Traded Sectors,True,Media,not inherited,True,True,founder non-finance,1.4,2014
1955,Angelini Group,relation,forestry and mining,new,59,female,Chile,CHL,0.0,Latin America,Patricia Angelini Rossi,1270,Resource Related,True,Mining and metals,father,True,True,inherited,1.4,2014
1997,Western Refining,founder,oil refining,new,56,male,United States,USA,0.0,North America,Paul Foster,1270,Resource Related,True,Energy,not inherited,True,True,privatized and resources,1.4,2014
1973,Panda Express,founder,restaurant,new,0,female,United States,USA,0.0,North America,Peggy Cherng,1270,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,founder non-finance,1.4,2014
1965,Penske Racing,founder,automobiles,new,77,male,United States,USA,0.0,North America,Roger Penske,1270,Traded Sectors,True,Consumer,not inherited,True,True,founder non-finance,1.4,2014
1903,Ford Motor Company,relation,automobiles,new,88,male,United States,USA,0.0,North America,"William Ford, Sr.",1270,Traded Sectors,True,Consumer,3rd generation,True,True,inherited,1.4,2014
1967,Nitori,founder,home furnishings,new,70,male,Japan,JPN,0.0,East Asia,Akio Nitori,1284,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,founder non-finance,1.3,2014
1994,Altarea Cogedim,founder,real estate,new,66,male,France,FRA,0.0,Europe,Alain Taravella,1284,Financial,True,Real Estate,not inherited,True,True,self-made finance,1.3,2014
1973,Allan Gray,founder,asset management,new,76,male,South Africa,ZAF,0.0,Sub-Saharan Africa,Allan Gray,1284,Financial,True,Other,not inherited,True,True,self-made finance,1.3,2014
1976,VTech Holding,founder,electronics,new,64,male,Hong Kong,HKG,0.0,East Asia,Allan Wong,1284,New Sectors,True,Technology-Computer,not inherited,True,True,founder non-finance,1.3,2014
1993,Open Joint Stock Company,founder,real estate,privatization,42,male,Russia,RUS,0.0,Europe,Andrei Molchanov,1284,Non-Traded Sectors,True,Constrution,not inherited,True,True,privatized and resources,1.3,2014
1965,Greylock Partners,partner,venture capitalist,new,48,male,United States,USA,0.0,North America,Aneel Bhusri,1284,New Sectors,True,Technology-Computer,not inherited,True,True,executive,1.3,2014
1947,Outdoor Systems,CEO,advertising,new,67,male,United States,USA,0.0,North America,Arturo Moreno,1284,Financial,True,Real Estate,not inherited,True,True,self-made finance,1.3,2014
1961,Bharat Forge,relation,auto components,new,65,male,India,IND,0.0,South Asia,Baba Kalyani,1284,0,True,Other,father,True,True,inherited,1.3,2014
1971,Delta Electronics,founder,electronics,new,78,male,Taiwan,Taiwan,0.0,East Asia,Bruce Cheng,1284,New Sectors,True,Technology-Computer,not inherited,True,True,founder non-finance,1.3,2014
1901,Nordstrom,relation,retail,new,80,male,United States,USA,0.0,North America,Bruce Nordstrom,1284,Non-Traded Sectors,True,"Retail, Restaurant",3rd generation,True,True,inherited,1.3,2014
1978,Brunello Cucinelli,founder,fashion,new,60,male,Italy,ITA,0.0,Europe,Brunello Cucinelli,1284,Traded Sectors,True,Consumer,not inherited,True,True,founder non-finance,1.3,2014
1990,Apollo Global management,investor,private equity,new,67,male,United States,USA,0.0,North America,C. Dean Metropoulos,1284,Financial,True,Diversified financial,not inherited,True,True,self-made finance,1.3,2014
1966,Inguatemi Empresa de Shopping Centers,founder,shopping centers,new,67,male,Brazil,BRA,0.0,Latin America,Carlos Francisco Ribeiro Jereissati,1284,Financial,True,Real Estate,not inherited,True,True,self-made finance,1.3,2014
1975,Microsoft,head of Microsoft's application software group,software,new,66,male,United States,USA,0.0,North America,Charles Simonyi,1284,New Sectors,True,Technology-Computer,not inherited,True,True,executive,1.3,2014
1981,Bloomberg,founder, finance, new,66,male,United States,USA,0.0,North America,Charles Zegar,1284,Non-Traded Sectors,True,Media,not inherited,True,True,founder non-finance,1.3,2014
1869,Campbell Soup,relation,soup,aquired,71,female,United States,USA,0.0,North America,Charlotte Colket Weber,1284,Traded Sectors,True,Consumer,3rd generation,True,True,inherited,1.3,2014
0,Air Eye Hospital Group,founder,hospitals,new,48,male,China,CHN,0.0,East Asia,Chen Bang,1284,Financial,True,Real Estate,not inherited,True,True,self-made finance,1.3,2014
1992,Hopson Development,chairman,real estate,new,54,male,China,CHN,0.0,East Asia,Chu Mang Yee,1284,Financial,True,Real Estate,not inherited,True,True,self-made finance,1.3,2014
1961,Ciputra Development,founder,real estate,new,82,male,Indonesia,IDN,0.0,East Asia,Ciputra,1284,Financial,True,Real Estate,not inherited,True,True,self-made finance,1.3,2014
1981,Dimensional Fund Advisors,founder,asset management,new,68,male,United States,USA,0.0,North America,David Booth,1284,Financial,True,Money Management,not inherited,True,True,self-made finance,1.3,2014
1869,Sainsbury's,relation,groceries,new,73,male,United Kingdom,GBR,0.0,Europe,David Sainsbury,1284,Non-Traded Sectors,True,"Retail, Restaurant",4th generation,True,True,inherited,1.3,2014
1928,Assore Group,relation,mining,new,71,male,South Africa,ZAF,0.0,Sub-Saharan Africa,Desmond Sacco,1284,Resource Related,True,Mining and metals,father,True,True,inherited,1.3,2014
2003,Inner Mongolia Junzhen Energy and Chemical Industry,chairman,chemicals,new,44,male,China,CHN,0.0,East Asia,Du Jiangtao,1284,Traded Sectors,True,Non-consumer industrial,not inherited,True,True,executive,1.3,2014
1948,Dick's Sporting Goods,relation,retail,new,59,male,United States,USA,0.0,North America,Edward Stack,1284,Non-Traded Sectors,True,"Retail, Restaurant",father,True,True,inherited,1.3,2014
1961,WEG,founder,electronics,new,85,male,Brazil,BRA,0.0,Latin America,Eggon da Silva,1284,Traded Sectors,True,Non-consumer industrial,not inherited,True,True,founder non-finance,1.3,2014
1962,Cyrela Brazil Realty,founder,real estate,new,70,male,Brazil,BRA,0.0,Latin America,Elie Horn,1284,Financial,True,Real Estate,not inherited,True,True,self-made finance,1.3,2014
1956,Kharafi Group,relation,diversified investments,new,0,male,Kuwait,KWT,0.0,Middle East/North Africa,Fawzi Al-Kharafi,1284,Financial,True,Diversified financial,father,True,True,inherited,1.3,2014
1976,Station Casinos,ceo,entertainment,new,52,male,United States,USA,0.0,North America,"Frank Fertitta, III.",1284,Financial,True,Real Estate,not inherited,True,True,self-made finance,1.3,2014
1956,Manga International,founder,automotive parts,new,81,male,Canada,CAN,0.0,North America,Frank Stronach,1284,Traded Sectors,True,Consumer,not inherited,True,True,founder non-finance,1.3,2014
1961,Mercury General,founder,insurance,new,92,male,United States,USA,0.0,North America,George Joseph,1284,Financial,True,Money Management,not inherited,True,True,self-made finance,1.3,2014
1895,Swarovski,relation,luxury goods,new,70,male,Austria,AUT,0.0,Europe,Gernot Langes-Swarovski,1284,Traded Sectors,True,Consumer,4th generation,True,True,inherited,1.3,2014
1991,Broadcom Corporation,founder,semiconductors,new,54,male,United States,USA,0.0,North America,"Henry Nicholas, III.",1284,New Sectors,True,Technology-Computer,not inherited,True,True,founder non-finance,1.3,2014
1978,CMA CGM,founder,shipping,new,77,male,France,FRA,0.0,Europe,Jacques Saade,1284,Traded Sectors,True,Other,not inherited,True,True,founder non-finance,1.3,2014
1976,Kinetic Concepts (KCI),founder,medical devices,new,68,male,United States,USA,0.0,North America,James Leininger,1284,New Sectors,True,Technology-Medical,not inherited,True,True,founder non-finance,1.3,2014
1956,Kharafi Group,relation,diversified investments,new,0,male,Kuwait,KWT,0.0,Middle East/North Africa,Jassim Al-Kharafi,1284,Financial,True,Diversified financial,father,True,True,inherited,1.3,2014
1997,Shanghai Pengxin Group,chairman,real estate,new,50,male,China,CHN,0.0,East Asia,Jiang Zhaobai,1284,Financial,True,Real Estate,not inherited,True,True,self-made finance,1.3,2014
1977,Rede D'Or,founder,hospitals,new,69,male,Brazil,BRA,0.0,Latin America,Jorge Moll Filho,1284,Financial,True,Real Estate,not inherited,True,True,self-made finance,1.3,2014
1975,Multiplan,founder,shopping centers,new,73,male,Brazil,BRA,0.0,Latin America,Jose Isaac Peres,1284,Financial,True,Real Estate,not inherited,True,True,self-made finance,1.3,2014
1988,Excel Communications,founder,telecomm,new,66,male,United States,USA,0.0,North America,Kenny Troutt,1284,Non-Traded Sectors,True,Media,not inherited,True,True,founder non-finance,1.3,2014
1985,Naspers,founder,media,new,61,male,South Africa,ZAF,0.0,Sub-Saharan Africa,Koos Bekker,1284,Non-Traded Sectors,True,Media,not inherited,True,True,founder non-finance,1.3,2014
1938,Samsung,relation,electronics,new,43,female,South Korea,KOR,0.0,East Asia,Lee Boo-Jin,1284,New Sectors,True,Technology-Computer,3rd generation,True,True,inherited,1.3,2014
1888,Lee Kum Kee,relation,food,new,85,male,Hong Kong,HKG,0.0,East Asia,Lee Man Tat,1284,Traded Sectors,True,Consumer,3rd generation,True,True,inherited,1.3,2014
1934,Africa-Israel,owner,diamonds,aquired,58,male,Israel,ISR,0.0,Middle East/North Africa,Lev Leviev,1284,Resource Related,True,Mining and metals,not inherited,True,True,privatized and resources,1.3,2014
1961,WEG,relation,electronics,new,79,female,Brazil,BRA,0.0,Latin America,Lilian Werninghaus,1284,Traded Sectors,True,Non-consumer industrial,spouse/widow,True,True,inherited,1.3,2014
1955,Banco Safra (now Saftra Group),relation,banking,new,76,female,Monaco,MCO,0.0,Europe,Lily Safra,1284,Financial,True,Money Management,spouse/widow,True,True,inherited,1.3,2014
1976,Station Casinos,founder,entertainment,new,45,male,United States,USA,0.0,North America,Lorenzo Fertitta,1284,Financial,True,Real Estate,not inherited,True,True,self-made finance,1.3,2014
1973,Bayan Resources,founder,coal,new,65,male,Indonesia,IDN,0.0,East Asia,Low Tuck Kwong,1284,Resource Related,True,Mining and metals,not inherited,True,True,privatized and resources,1.3,2014
2001,MFP Investors,founder,hedge funds,new,61,male,United States,USA,0.0,North America,Michael Price,1284,Financial,True,Diversified financial,not inherited,True,True,self-made finance,1.3,2014
1956,Kharafi Group,relation,diversified investments,new,0,male,Kuwait,KWT,0.0,Middle East/North Africa,Mohannad Al-Kharafi,1284,Financial,True,Diversified financial,father,True,True,inherited,1.3,2014
1998,Palmali Group,founder,shipping,new,45,male,Turkey,TUR,0.0,Middle East/North Africa,Mubariz Gurbanoglu,1284,Traded Sectors,True,Other,not inherited,True,True,founder non-finance,1.3,2014
1995,BIM,owner,retail,new,69,male,Turkey,TUR,0.0,Middle East/North Africa,Mustafa Latif Topbas,1284,Traded Sectors,True,Consumer,not inherited,True,True,executive,1.3,2014
1992,Zhongrong Group,president,real estate,new,58,male,China,CHN,0.0,East Asia,Ni Zhaoxing,1284,Financial,True,Real Estate,not inherited,True,True,self-made finance,1.3,2014
2002,GoPro,founder,cameras,new,38,male,United States,USA,0.0,North America,Nicholas Woodman,1284,New Sectors,True,Technology-Computer,not inherited,True,True,founder non-finance,1.3,2014
1996,Logan Property Holdings,relation,real estate,new,24,female,Hong Kong,HKG,0.0,East Asia,Perenna Kei,1284,Financial,True,Real Estate,father,True,True,inherited,1.3,2014
1973,Apollo Group,relation,education,new,54,male,United States,USA,0.0,North America,Peter Sperling,1284,0,True,Other,father,True,True,inherited,1.3,2014
1993,Roshen Gropu,founder,confectionary,privatization,48,male,Ukraine,UKR,0.0,Europe,Petro Poroshenko,1284,Traded Sectors,True,Consumer,not inherited,True,True,privatized and resources,1.3,2014
1976,L'Occitane,owner,cosmetics,aquired,66,male,Austria,AUT,0.0,Europe,Reinold Geiger,1284,Traded Sectors,True,Consumer,not inherited,True,True,executive,1.3,2014
1991,Industrias CH,founder,steel,new,65,male,Mexico,MEX,0.0,Latin America,Rufino Vigil Gonzalez,1284,Resource Related,True,Non-consumer industrial,not inherited,True,True,privatized and resources,1.3,2014
1950,Orascom,relation,construction,new,57,male,Egypt,EGY,0.0,Middle East/North Africa,Samih Sawiris,1284,Financial,True,Real Estate,father,True,True,inherited,1.3,2014
1961,ECI Telecom,owner,technology,aquired,59,male,Israel,ISR,0.0,Middle East/North Africa,Shaul Shani,1284,New Sectors,True,Technology-Computer,not inherited,True,True,founder non-finance,1.3,2014
1970,Jones Apparel Group,founder,apparel,new,86,male,United States,USA,0.0,North America,Sidney Kimmel,1284,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,founder non-finance,1.3,2014
1997,Aspen Pharmacare,founder,pharmaceuticals,new,49,male,South Africa,ZAF,0.0,Sub-Saharan Africa,Stephen Saad,1284,New Sectors,True,Technology-Medical,not inherited,True,True,founder non-finance,1.3,2014
2003,Ningbo Cixing,chairman,sewing machines,new,44,male,China,CHN,0.0,East Asia,Sun Pingfan,1284,Traded Sectors,True,Consumer,not inherited,True,True,executive,1.3,2014
1983,InTouch,owner,telecom,new,64,male,Thailand,THA,0.0,East Asia,Surin Upatkoon,1284,Non-Traded Sectors,True,Media,not inherited,True,True,executive,1.3,2014
1988,Sandell Asset Management Corp,founder,hedge funds,new,53,male,Sweden,SWE,0.0,Europe,Thomas Sandell,1284,Financial,True,Hedge funds,not inherited,True,True,self-made finance,1.3,2014
1995,Rusagro,founder,aigriculture,new,46,male,Russia,RUS,0.0,Europe,Vadim Moshkovich,1284,Traded Sectors,True,Consumer,not inherited,True,True,privatized and resources,1.3,2014
1993,The Seventh Continent,founder,retail,new,47,male,Russia,RUS,0.0,Europe,Vladimir Gruzdev,1284,Financial,True,Diversified financial,not inherited,True,True,self-made finance,1.3,2014
1926,Emil Frey Group,relation,automotives,new,70,male,Switzerland,CHE,0.0,Europe,Walter Frey,1284,Non-Traded Sectors,True,"Retail, Restaurant",father,True,True,inherited,1.3,2014
1988,Yonyou Software,chairman,software,new,49,male,China,CHN,0.0,East Asia,Wang Wenjing,1284,New Sectors,True,Technology-Computer,not inherited,True,True,founder non-finance,1.3,2014
1961,WEG,founder,electronics,new,84,male,Brazil,BRA,0.0,Latin America,Werner Voigt,1284,Traded Sectors,True,Non-consumer industrial,not inherited,True,True,founder non-finance,1.3,2014
2004,Regions Group,owner,real estate,new,54,male,Russia,RUS,0.0,Europe,Zelimkhan Mutsoev,1284,Traded Sectors,True,Consumer,not inherited,True,True,executive,1.3,2014
1994,Nexon,founder,online gaming,new,46,male,South Korea,KOR,0.0,East Asia,Kim Jung-Ju,1355,New Sectors,True,Technology-Computer,not inherited,True,True,founder non-finance,1.3,2014
1971,Slaight Communications,owner,broadcasting,aquired,81,male,Canada,CAN,0.0,North America,Allan Slaight,1356,Non-Traded Sectors,True,Media,not inherited,True,True,executive,1.3,2014
1988,Douja Promotion Groupe Addoha,founder,real estate,new,56,male,Morocco,MAR,0.0,Middle East/North Africa,Anas Sefrioui,1356,Financial,True,Real Estate,not inherited,True,True,self-made finance,1.3,2014
1942,Asian Paints,relation,paint,new,71,male,India,IND,0.0,South Asia,Ashwin Dani,1356,Traded Sectors,True,Consumer,father,True,True,inherited,1.3,2014
1932,Alghanim Industries,relation,diversified investments,new,62,male,Kuwait,KWT,0.0,Middle East/North Africa,Bassam Alghanim,1356,Financial,True,Diversified financial,father,True,True,inherited,1.3,2014
