name,rank,year,company.founded,company.name,company.relationship,company.sector,company.type,demographics.age,demographics.gender,location.citizenship,location.country code,location.gdp,location.region,wealth.type,wealth.worth in billions,wealth.how.category,wealth.how.from emerging,wealth.how.industry,wealth.how.inherited,wealth.how.was founder,wealth.how.was political,First_Name,Last_Name
Frank Stronach,1284,2014,1956,Manga International,founder,automotive parts,new,81,male,Canada,CAN,0.0,North America,founder non-finance,1.3,Traded Sectors,True,Consumer,not inherited,True,True,Frank,Stronach
George Joseph,1284,2014,1961,Mercury General,founder,insurance,new,92,male,United States,USA,0.0,North America,self-made finance,1.3,Financial,True,Money Management,not inherited,True,True,George,Joseph
Gernot Langes-Swarovski,1284,2014,1895,Swarovski,relation,luxury goods,new,70,male,Austria,AUT,0.0,Europe,inherited,1.3,Traded Sectors,True,Consumer,4th generation,True,True,Gernot,Langes-Swarovski
"Henry Nicholas, III.",1284,2014,1991,Broadcom Corporation,founder,semiconductors,new,54,male,United States,USA,0.0,North America,founder non-finance,1.3,New Sectors,True,Technology-Computer,not inherited,True,True,Henry,"Nicholas,III."
Jacques Saade,1284,2014,1978,CMA CGM,founder,shipping,new,77,male,France,FRA,0.0,Europe,founder non-finance,1.3,Traded Sectors,True,Other,not inherited,True,True,Jacques,Saade
James Leininger,1284,2014,1976,Kinetic Concepts (KCI),founder,medical devices,new,68,male,United States,USA,0.0,North America,founder non-finance,1.3,New Sectors,True,Technology-Medical,not inherited,True,True,James,Leininger
Jassim Al-Kharafi,1284,2014,1956,Kharafi Group,relation,diversified investments,new,0,male,Kuwait,KWT,0.0,Middle East/North Africa,inherited,1.3,Financial,True,Diversified financial,father,True,True,Jassim,Al-Kharafi
Jiang Zhaobai,1284,2014,1997,Shanghai Pengxin Group,chairman,real estate,new,50,male,China,CHN,0.0,East Asia,self-made finance,1.3,Financial,True,Real Estate,not inherited,True,True,Jiang,Zhaobai
Jorge Moll Filho,1284,2014,1977,Rede D'Or,founder,hospitals,new,69,male,Brazil,BRA,0.0,Latin America,self-made finance,1.3,Financial,True,Real Estate,not inherited,True,True,Jorge,MollFilho
Jose Isaac Peres,1284,2014,1975,Multiplan,founder,shopping centers,new,73,male,Brazil,BRA,0.0,Latin America,self-made finance,1.3,Financial,True,Real Estate,not inherited,True,True,Jose,IsaacPeres
Kenny Troutt,1284,2014,1988,Excel Communications,founder,telecomm,new,66,male,United States,USA,0.0,North America,founder non-finance,1.3,Non-Traded Sectors,True,Media,not inherited,True,True,Kenny,Troutt
Koos Bekker,1284,2014,1985,Naspers,founder,media,new,61,male,South Africa,ZAF,0.0,Sub-Saharan Africa,founder non-finance,1.3,Non-Traded Sectors,True,Media,not inherited,True,True,Koos,Bekker
Lee Boo-Jin,1284,2014,1938,Samsung,relation,electronics,new,43,female,South Korea,KOR,0.0,East Asia,inherited,1.3,New Sectors,True,Technology-Computer,3rd generation,True,True,Lee,Boo-Jin
Lee Man Tat,1284,2014,1888,Lee Kum Kee,relation,food,new,85,male,Hong Kong,HKG,0.0,East Asia,inherited,1.3,Traded Sectors,True,Consumer,3rd generation,True,True,Lee,ManTat
Lev Leviev,1284,2014,1934,Africa-Israel,owner,diamonds,aquired,58,male,Israel,ISR,0.0,Middle East/North Africa,privatized and resources,1.3,Resource Related,True,Mining and metals,not inherited,True,True,Lev,Leviev
Lilian Werninghaus,1284,2014,1961,WEG,relation,electronics,new,79,female,Brazil,BRA,0.0,Latin America,inherited,1.3,Traded Sectors,True,Non-consumer industrial,spouse/widow,True,True,Lilian,Werninghaus
Lily Safra,1284,2014,1955,Banco Safra (now Saftra Group),relation,banking,new,76,female,Monaco,MCO,0.0,Europe,inherited,1.3,Financial,True,Money Management,spouse/widow,True,True,Lily,Safra
Lorenzo Fertitta,1284,2014,1976,Station Casinos,founder,entertainment,new,45,male,United States,USA,0.0,North America,self-made finance,1.3,Financial,True,Real Estate,not inherited,True,True,Lorenzo,Fertitta
Low Tuck Kwong,1284,2014,1973,Bayan Resources,founder,coal,new,65,male,Indonesia,IDN,0.0,East Asia,privatized and resources,1.3,Resource Related,True,Mining and metals,not inherited,True,True,Low,TuckKwong
Michael Price,1284,2014,2001,MFP Investors,founder,hedge funds,new,61,male,United States,USA,0.0,North America,self-made finance,1.3,Financial,True,Diversified financial,not inherited,True,True,Michael,Price
Mohannad Al-Kharafi,1284,2014,1956,Kharafi Group,relation,diversified investments,new,0,male,Kuwait,KWT,0.0,Middle East/North Africa,inherited,1.3,Financial,True,Diversified financial,father,True,True,Mohannad,Al-Kharafi
Mubariz Gurbanoglu,1284,2014,1998,Palmali Group,founder,shipping,new,45,male,Turkey,TUR,0.0,Middle East/North Africa,founder non-finance,1.3,Traded Sectors,True,Other,not inherited,True,True,Mubariz,Gurbanoglu
Mustafa Latif Topbas,1284,2014,1995,BIM,owner,retail,new,69,male,Turkey,TUR,0.0,Middle East/North Africa,executive,1.3,Traded Sectors,True,Consumer,not inherited,True,True,Mustafa,LatifTopbas
Ni Zhaoxing,1284,2014,1992,Zhongrong Group,president,real estate,new,58,male,China,CHN,0.0,East Asia,self-made finance,1.3,Financial,True,Real Estate,not inherited,True,True,Ni,Zhaoxing
Nicholas Woodman,1284,2014,2002,GoPro,founder,cameras,new,38,male,United States,USA,0.0,North America,founder non-finance,1.3,New Sectors,True,Technology-Computer,not inherited,True,True,Nicholas,Woodman
Perenna Kei,1284,2014,1996,Logan Property Holdings,relation,real estate,new,24,female,Hong Kong,HKG,0.0,East Asia,inherited,1.3,Financial,True,Real Estate,father,True,True,Perenna,Kei
Peter Sperling,1284,2014,1973,Apollo Group,relation,education,new,54,male,United States,USA,0.0,North America,inherited,1.3,0,True,Other,father,True,True,Peter,Sperling
Petro Poroshenko,1284,2014,1993,Roshen Gropu,founder,confectionary,privatization,48,male,Ukraine,UKR,0.0,Europe,privatized and resources,1.3,Traded Sectors,True,Consumer,not inherited,True,True,Petro,Poroshenko
Reinold Geiger,1284,2014,1976,L'Occitane,owner,cosmetics,aquired,66,male,Austria,AUT,0.0,Europe,executive,1.3,Traded Sectors,True,Consumer,not inherited,True,True,Reinold,Geiger
Rufino Vigil Gonzalez,1284,2014,1991,Industrias CH,founder,steel,new,65,male,Mexico,MEX,0.0,Latin America,privatized and resources,1.3,Resource Related,True,Non-consumer industrial,not inherited,True,True,Rufino,VigilGonzalez
Samih Sawiris,1284,2014,1950,Orascom,relation,construction,new,57,male,Egypt,EGY,0.0,Middle East/North Africa,inherited,1.3,Financial,True,Real Estate,father,True,True,Samih,Sawiris
Shaul Shani,1284,2014,1961,ECI Telecom,owner,technology,aquired,59,male,Israel,ISR,0.0,Middle East/North Africa,founder non-finance,1.3,New Sectors,True,Technology-Computer,not inherited,True,True,Shaul,Shani
Sidney Kimmel,1284,2014,1970,Jones Apparel Group,founder,apparel,new,86,male,United States,USA,0.0,North America,founder non-finance,1.3,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Sidney,Kimmel
Stephen Saad,1284,2014,1997,Aspen Pharmacare,founder,pharmaceuticals,new,49,male,South Africa,ZAF,0.0,Sub-Saharan Africa,founder non-finance,1.3,New Sectors,True,Technology-Medical,not inherited,True,True,Stephen,Saad
Sun Pingfan,1284,2014,2003,Ningbo Cixing,chairman,sewing machines,new,44,male,China,CHN,0.0,East Asia,executive,1.3,Traded Sectors,True,Consumer,not inherited,True,True,Sun,Pingfan
Surin Upatkoon,1284,2014,1983,InTouch,owner,telecom,new,64,male,Thailand,THA,0.0,East Asia,executive,1.3,Non-Traded Sectors,True,Media,not inherited,True,True,Surin,Upatkoon
Thomas Sandell,1284,2014,1988,Sandell Asset Management Corp,founder,hedge funds,new,53,male,Sweden,SWE,0.0,Europe,self-made finance,1.3,Financial,True,Hedge funds,not inherited,True,True,Thomas,Sandell
Vadim Moshkovich,1284,2014,1995,Rusagro,founder,aigriculture,new,46,male,Russia,RUS,0.0,Europe,privatized and resources,1.3,Traded Sectors,True,Consumer,not inherited,True,True,Vadim,Moshkovich
Vladimir Gruzdev,1284,2014,1993,The Seventh Continent,founder,retail,new,47,male,Russia,RUS,0.0,Europe,self-made finance,1.3,Financial,True,Diversified financial,not inherited,True,True,Vladimir,Gruzdev
Walter Frey,1284,2014,1926,Emil Frey Group,relation,automotives,new,70,male,Switzerland,CHE,0.0,Europe,inherited,1.3,Non-Traded Sectors,True,"Retail, Restaurant",father,True,True,Walter,Frey
Wang Wenjing,1284,2014,1988,Yonyou Software,chairman,software,new,49,male,China,CHN,0.0,East Asia,founder non-finance,1.3,New Sectors,True,Technology-Computer,not inherited,True,True,Wang,Wenjing
Werner Voigt,1284,2014,1961,WEG,founder,electronics,new,84,male,Brazil,BRA,0.0,Latin America,founder non-finance,1.3,Traded Sectors,True,Non-consumer industrial,not inherited,True,True,Werner,Voigt
Zelimkhan Mutsoev,1284,2014,2004,Regions Group,owner,real estate,new,54,male,Russia,RUS,0.0,Europe,executive,1.3,Traded Sectors,True,Consumer,not inherited,True,True,Zelimkhan,Mutsoev
Kim Jung-Ju,1355,2014,1994,Nexon,founder,online gaming,new,46,male,South Korea,KOR,0.0,East Asia,founder non-finance,1.3,New Sectors,True,Technology-Computer,not inherited,True,True,Kim,Jung-Ju
Allan Slaight,1356,2014,1971,Slaight Communications,owner,broadcasting,aquired,81,male,Canada,CAN,0.0,North America,executive,1.3,Non-Traded Sectors,True,Media,not inherited,True,True,Allan,Slaight
Anas Sefrioui,1356,2014,1988,Douja Promotion Groupe Addoha,founder,real estate,new,56,male,Morocco,MAR,0.0,Middle East/North Africa,self-made finance,1.3,Financial,True,Real Estate,not inherited,True,True,Anas,Sefrioui
Ashwin Dani,1356,2014,1942,Asian Paints,relation,paint,new,71,male,India,IND,0.0,South Asia,inherited,1.3,Traded Sectors,True,Consumer,father,True,True,Ashwin,Dani
Bassam Alghanim,1356,2014,1932,Alghanim Industries,relation,diversified investments,new,62,male,Kuwait,KWT,0.0,Middle East/North Africa,inherited,1.3,Financial,True,Diversified financial,father,True,True,Bassam,Alghanim
Chen Lip Keong,1356,2014,1995,NagaCorp,founder,casinos,new,66,male,Malaysia,MYS,0.0,East Asia,privatized and resources,1.3,Financial,True,Real Estate,not inherited,True,True,Chen,LipKeong
Chung Yong-Jin,1356,2014,1930,Shinsegae Group,relation,retail,subsidiary,45,male,South Korea,KOR,0.0,East Asia,inherited,1.3,Non-Traded Sectors,True,"Retail, Restaurant",3rd generation,True,True,Chung,Yong-Jin
"Daniel Harrison, III.",1356,2014,1921,Shell Oil,relation,oil and gas,new,66,male,United States,USA,0.0,North America,inherited,1.3,Resource Related,True,Energy,3rd generation,True,True,Daniel,"Harrison,III."
David Harding,1356,2014,1997,Winton Capital Management,founder,investment mangagment,new,52,male,United Kingdom,GBR,0.0,Europe,self-made finance,1.3,Financial,True,Money Management,not inherited,True,True,David,Harding
Huang Yi,1356,2014,1998,Zhongsheng Group,founder,automobile dealers,new,52,male,Hong Kong,HKG,0.0,East Asia,founder non-finance,1.3,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Huang,Yi
Hubert d'Ornano,1356,2014,1976,Sisley Cosmetics,founder,cosmetics,new,87,male,France,FRA,0.0,Europe,founder non-finance,1.3,Traded Sectors,True,Consumer,not inherited,True,True,Hubert,d'Ornano
Konstantin Grigorishin,1356,2014,1990,Energy Standard Group,founder,power engineering,new,48,male,Russia,RUS,0.0,Europe,privatized and resources,1.3,Resource Related,True,Energy,not inherited,True,True,Konstantin,Grigorishin
Kutayba Alghanim,1356,2014,1932,Alghanim Industries,relation,diversified investments,new,68,male,Kuwait,KWT,0.0,Middle East/North Africa,inherited,1.3,Financial,True,Diversified financial,father,True,True,Kutayba,Alghanim
Seth Klarman,1356,2014,1982,Baupost Group,founder,investment mangagment,new,56,male,United States,USA,0.0,North America,self-made finance,1.3,Financial,True,Diversified financial,not inherited,True,True,Seth,Klarman
Soichiro Fukutake,1356,2014,1955,Benesse Corporation,relation,publishing,new,68,male,Japan,JPN,0.0,East Asia,inherited,1.3,0,True,Other,father,True,True,Soichiro,Fukutake
Wei Shaojun,1356,2014,1995,Longjitaihe,founder,real estate,new,51,male,China,CHN,0.0,East Asia,self-made finance,1.3,Financial,True,Real Estate,not inherited,True,True,Wei,Shaojun
Yusaku Maezawa,1356,2014,2004,Zozotown,founder,e-commerce,new,38,male,Japan,JPN,0.0,East Asia,founder non-finance,1.3,New Sectors,True,Technology-Computer,not inherited,True,True,Yusaku,Maezawa
Abdulsamad Rabiu,1372,2014,1988,BUA Group,founder,"sugar, flour, cement",new,54,male,Nigeria,NGA,0.0,Sub-Saharan Africa,founder non-finance,1.2,Traded Sectors,True,Consumer,not inherited,True,True,Abdulsamad,Rabiu
Ahmet Nazif Zorlu,1372,2014,1953,Zorlu Holding,founder,textiles,new,69,male,Turkey,TUR,0.0,Middle East/North Africa,self-made finance,1.2,Financial,True,Diversified financial,not inherited,True,True,Ahmet,NazifZorlu
Alberto Bombassei,1372,2014,1961,Brembo SpA,relation,braking systems,new,73,male,Italy,ITA,0.0,Europe,executive,1.2,Traded Sectors,True,Consumer,not inherited,True,True,Alberto,Bombassei
Alberto Roemmers,1372,2014,1921,Laboratorios Roemmers,relation,pharmaceuticals,new,56,male,Argentina,ARG,0.0,Latin America,inherited,1.2,New Sectors,True,Technology-Medical,father,True,True,Alberto,Roemmers
Alexander Putilov,1372,2014,1991,Eurasia Drilling Company,owner,oil,subsidiary,61,male,Russia,RUS,0.0,Europe,privatized and resources,1.2,Resource Related,True,Energy,not inherited,True,True,Alexander,Putilov
Andrei Filatov,1372,2014,1996,N-Trans,founder,infrastructure,new,42,male,Russia,RUS,0.0,Europe,self-made finance,1.2,Financial,True,Real Estate,not inherited,True,True,Andrei,Filatov
Asok Kumar Hiranandani,1372,2014,1947,Royal Group Holdings,relation,real estate,new,59,male,Singapore,SGP,0.0,East Asia,inherited,1.2,Financial,True,Real Estate,father,True,True,Asok,KumarHiranandani
Ayman Hariri,1372,2014,1978,Saudi Oger,relation,construction,aquired,35,male,Lebanon,LBN,0.0,Middle East/North Africa,inherited,1.2,Non-Traded Sectors,True,Constrution,father,True,True,Ayman,Hariri
Benedicta Chamberlain,1372,2014,1887,William Grant and Sons,relation,alcohol,new,70,female,United Kingdom,GBR,0.0,Europe,inherited,1.2,Traded Sectors,True,Consumer,spouse/widow,True,True,Benedicta,Chamberlain
Brian Roberts,1372,2014,1969,Comcast,relation,media,new,54,male,United States,USA,0.0,North America,inherited,1.2,Non-Traded Sectors,True,Media,father,True,True,Brian,Roberts
Carol Jenkins Barnett,1372,2014,1930,Publix Super Markets,relation,groceries,new,57,female,United States,USA,0.0,North America,inherited,1.2,Non-Traded Sectors,True,"Retail, Restaurant",father,True,True,Carol,JenkinsBarnett
Cho Tak Wong,1372,2014,1987,Fuyao Glass Industry Group,CEO,auto glass,new,67,male,Hong Kong,HKG,0.0,East Asia,executive,1.2,Traded Sectors,True,Consumer,not inherited,True,True,Cho,TakWong
Cho Yang-Rai,1372,2014,1941,Hankook Tire,relation,tire manufacturing,new,76,male,South Korea,KOR,0.0,East Asia,inherited,1.2,Traded Sectors,True,Consumer,father,True,True,Cho,Yang-Rai
Claude Dauphin,1372,2014,1993,Trafigura Beheer BV,founder,commodity trading,new,63,male,France,FRA,0.0,Europe,privatized and resources,1.2,Resource Related,True,Mining and metals,not inherited,True,True,Claude,Dauphin
Dan Snyder,1372,2014,1988,Snyder Communications,founder,advertising,new,49,male,United States,USA,0.0,North America,founder non-finance,1.2,0,True,Other,not inherited,True,True,Dan,Snyder
David Yakobashvili,1372,2014,1992,Wimm-Bill-Dann,owner,dairy,new,57,male,Russia,RUS,0.0,Europe,privatized and resources,1.2,Resource Related,True,Energy,not inherited,True,True,David,Yakobashvili
Denise York,1372,2014,1944,The DeBartolo Corporation,relation,real estate,new,63,female,United States,USA,0.0,North America,inherited,1.2,0,True,0,father,True,True,Denise,York
Donald Hall,1372,2014,1910,Hallmark Cards,relation,greeting cards,new,85,male,United States,USA,0.0,North America,inherited,1.2,Non-Traded Sectors,True,"Retail, Restaurant",father,True,True,Donald,Hall
Dorothea Steinbruch,1372,2014,1967,Vicuna Group,relation,steel,new,0,female,Brazil,BRA,0.0,Latin America,inherited,1.2,Resource Related,True,Non-consumer industrial,spouse/widow,True,True,Dorothea,Steinbruch
Douglas Hsu,1372,2014,1940,Far Eastern Group,relation,textiles,new,71,male,Taiwan,Taiwan,0.0,East Asia,inherited,1.2,Financial,True,Diversified financial,father,True,True,Douglas,Hsu
Drew Houston,1372,2014,2007,Dropbox,founder,internet company,new,30,male,United States,USA,0.0,North America,founder non-finance,1.2,New Sectors,True,Technology-Computer,not inherited,True,True,Drew,Houston
Edwin Soeryadjaya,1372,2014,1957,Astra International,relation,automotive,new,65,male,Indonesia,IDN,0.0,East Asia,inherited,1.2,Resource Related,True,Mining and metals,father,True,True,Edwin,Soeryadjaya
Fahd Hariri,1372,2014,1978,Saudi Oger,relation,construction,aquired,33,male,Lebanon,LBN,0.0,Middle East/North Africa,inherited,1.2,Non-Traded Sectors,True,Constrution,father,True,True,Fahd,Hariri
Gabe Newell,1372,2014,1996,Valve Corporation,founder,video games,new,51,male,United States,USA,0.0,North America,founder non-finance,1.2,Traded Sectors,True,Consumer,not inherited,True,True,Gabe,Newell
Gerry Harvey,1372,2014,1982,Harvey Norman,founder,retail,new,74,male,Australia,AUS,0.0,North America,founder non-finance,1.2,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Gerry,Harvey
Gilles Martin,1372,2014,1988,Eurofins Scientific,founder,laboratory services,new,50,male,France,FRA,0.0,Europe,founder non-finance,1.2,New Sectors,True,Technology-Medical,not inherited,True,True,Gilles,Martin
Guilherme Peirao Leal,1372,2014,1969,Natura Cosmeticos,co-chairman,cosmetics,new,64,male,Brazil,BRA,0.0,Latin America,executive,1.2,Traded Sectors,True,Consumer,not inherited,True,True,Guilherme,PeiraoLeal
Hary Tanoesoedibjo,1372,2014,1989,MNC Group,founder,media,aquired,48,male,Indonesia,IDN,0.0,East Asia,founder non-finance,1.2,Non-Traded Sectors,True,Media,not inherited,True,True,Hary,Tanoesoedibjo
Huang Wen Tsai,1372,2014,1996,Star River Goup,founder,real estate,new,60,male,China,CHN,0.0,East Asia,self-made finance,1.2,Financial,True,Real Estate,not inherited,True,True,Huang,WenTsai
Ioan Niculae,1372,2014,1995,InterAgro,founder,aigriculture,new,59,male,Romania,ROU,0.0,Europe,privatized and resources,1.2,Traded Sectors,True,Consumer,not inherited,True,True,Ioan,Niculae
Jacky Xu,1372,2014,1999,Trendy Internation Group,founder,apparel,new,0,male,St. Kitts and Nevis,KNA,0.0,Latin America,founder non-finance,1.2,Traded Sectors,True,Consumer,not inherited,True,True,Jacky,Xu
Jacques Merceron-Vicat,1372,2014,1853,Vicat,relation,cement,new,75,male,France,FRA,0.0,Europe,inherited,1.2,Non-Traded Sectors,True,Constrution,3rd generation,True,True,Jacques,Merceron-Vicat
James Ratcliffe,1372,2014,1998,Ineos,founder,chemicals,new,61,male,United Kingdom,GBR,0.0,Europe,founder non-finance,1.2,Traded Sectors,True,Non-consumer industrial,not inherited,True,True,James,Ratcliffe
Jeff Rothschild,1372,2014,2004,Facebook,Vice President of Infrastructure Software,internet company,new,59,male,United States,USA,0.0,North America,executive,1.2,New Sectors,True,Technology-Computer,not inherited,True,True,Jeff,Rothschild
Koh Wee Meng,1372,2014,1993,Fragrance Group,founder,real estate,new,50,male,Singapore,SGP,0.0,East Asia,self-made finance,1.2,Financial,True,Real Estate,not inherited,True,True,Koh,WeeMeng
Konstantin Nikolaev,1372,2014,1996,N-Trans,founder,infrastructure,new,42,male,Russia,RUS,0.0,Europe,self-made finance,1.2,Financial,True,Real Estate,not inherited,True,True,Konstantin,Nikolaev
Kostyantin Zhevago,1372,2014,1960,Ferrexpo,founder,iron,privatization,40,male,Ukraine,UKR,0.0,Europe,privatized and resources,1.2,Resource Related,True,Mining and metals,not inherited,True,True,Kostyantin,Zhevago
Lang Walker,1372,2014,1972,The Walker Group,founder,real estate,new,68,male,Australia,AUS,0.0,North America,self-made finance,1.2,Financial,True,Real Estate,not inherited,True,True,Lang,Walker
Len Buckeridge,1372,2014,1960,Buckeridge Group of Companies,founder,construction,new,77,male,Australia,AUS,0.0,North America,founder non-finance,1.2,Non-Traded Sectors,True,Constrution,not inherited,True,True,Len,Buckeridge
Leonid Simanovsky,1372,2014,1994,Novatek,founder,gas,new,64,male,Russia,RUS,0.0,Europe,self-made finance,1.2,Financial,True,Diversified financial,not inherited,True,True,Leonid,Simanovsky
Li Li,1372,2014,1998,Shenzhen Hepalink Pharmaceutical,founder,pharmaceuticals,new,50,male,China,CHN,0.0,East Asia,founder non-finance,1.2,New Sectors,True,Technology-Medical,not inherited,True,True,Li,Li
Lia Maria Aguiar,1372,2014,1943,Bradesco,relation,banking,new,76,female,Brazil,BRA,0.0,Latin America,inherited,1.2,Financial,True,Money Management,father,True,True,Lia,MariaAguiar
Liu Xuejing,1372,2014,1991,GMK Holding,owner,"copper, poultry",new,63,male,China,CHN,0.0,East Asia,privatized and resources,1.2,Resource Related,True,Mining and metals,not inherited,True,True,Liu,Xuejing
Maria Ines de Lafuente Lacroze,1372,2014,1926,Loma Negra,relation,cement,new,69,female,Argentina,ARG,0.0,Latin America,inherited,1.2,Non-Traded Sectors,True,Constrution,father,True,True,Maria,InesdeLafuenteLacroze
Mark Dixon,1372,2014,1989,Regus,founder,business centers,new,55,male,United Kingdom,GBR,0.0,Europe,self-made finance,1.2,Financial,True,Real Estate,not inherited,True,True,Mark,Dixon
Michael Krasny,1372,2014,1984,CDW Corporation,founder,retail,new,60,male,United States,USA,0.0,North America,founder non-finance,1.2,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Michael,Krasny
Mofatraj Munot,1372,2014,1969,Kalpataru Group,founder,real estate,new,69,male,India,IND,0.0,South Asia,self-made finance,1.2,Financial,True,Real Estate,not inherited,True,True,Mofatraj,Munot
Mohammed Al Barwani,1372,2014,1982,MB Holding,founder,oil,new,62,male,Oman,OMN,0.0,Middle East/North Africa,privatized and resources,1.2,Resource Related,True,Energy,not inherited,True,True,Mohammed,AlBarwani
Mokhzani Mahathir,1372,2014,1975,SapuraKencana,founder,oil and gas,new,53,male,Malaysia,MYS,0.0,East Asia,privatized and resources,1.2,Resource Related,True,Energy,not inherited,True,True,Mokhzani,Mahathir
Mori Arkin,1372,2014,1983,Agis Industries,owner,pharmaceuticals,new,61,male,Israel,ISR,0.0,Middle East/North Africa,executive,1.2,New Sectors,True,Technology-Medical,not inherited,True,True,Mori,Arkin
Nan Cunhui,1372,2014,1984,Chint Group,chairman,electricity,new,50,male,China,CHN,0.0,East Asia,executive,1.2,New Sectors,True,Technology-Computer,not inherited,True,True,Nan,Cunhui
Nikita Mishin,1372,2014,1996,N-Trans,founder,infrastructure,new,42,male,Russia,RUS,0.0,Europe,self-made finance,1.2,Financial,True,Real Estate,not inherited,True,True,Nikita,Mishin
Nikolai Maximov,1372,2014,2004,Maxi Group,founder,mettallurgy,new,56,male,Russia,RUS,0.0,Europe,self-made finance,1.2,Financial,True,Diversified financial,not inherited,True,True,Nikolai,Maximov
Nirav Modi,1372,2014,1999,Firestar International,founder,diamond jewelry,new,43,male,India,IND,0.0,South Asia,founder non-finance,1.2,Traded Sectors,True,Consumer,not inherited,True,True,Nirav,Modi
Rakesh Jhunjhunwala,1372,2014,1968,Lupin,investor,pharmaceuticals,new,53,male,India,IND,0.0,South Asia,self-made finance,1.2,Financial,True,Other,not inherited,True,True,Rakesh,Jhunjhunwala
Ron Sim,1372,2014,1980,OSIM International,founder,retail,new,56,male,Singapore,SGP,0.0,East Asia,founder non-finance,1.2,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Ron,Sim
Ronald Joyce,1372,2014,1967,Tim Hortons,founder,restaurant,new,83,male,Canada,CAN,0.0,North America,founder non-finance,1.2,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Ronald,Joyce
Rubens Menin Teixeira de Souza,1372,2014,1979,MRV Engenharia,founder,construction,new,57,male,Brazil,BRA,0.0,Latin America,founder non-finance,1.2,Non-Traded Sectors,True,Constrution,not inherited,True,True,Rubens,MeninTeixeiradeSouza
Steve Case,1372,2014,1985,AOL,Chairman and Chief Executive Officer,internet company,new,55,male,United States,USA,0.0,North America,executive,1.2,New Sectors,True,Technology-Computer,not inherited,True,True,Steve,Case
Suat Gunsel,1372,2014,1988,Near East University,founder,education,new,61,male,Cyprus,CYP,0.0,Europe,self-made finance,1.2,Financial,True,Real Estate,not inherited,True,True,Suat,Gunsel
Tian Ming,1372,2014,1990,Hefei Meiya Optoelectronic Technology,owner,measuring instruments,new,60,male,China,CHN,0.0,East Asia,executive,1.2,Traded Sectors,True,Non-consumer industrial,not inherited,True,True,Tian,Ming
Tu Jianhua,1372,2014,0,Lancing Motor,chairman,motorcycles,new,50,male,China,CHN,0.0,East Asia,executive,1.2,Traded Sectors,True,Consumer,not inherited,True,True,Tu,Jianhua
Vincent McMahon,1372,2014,1952,World Wrestling Entertainment (WWE),relation,wrestling promotion,new,68,male,United States,USA,0.0,North America,inherited,1.2,0,True,0,father,True,True,Vincent,McMahon
William Macaulay,1372,2014,1983,First Reserve Corporation,founder,private equity,new,68,male,United States,USA,0.0,North America,privatized and resources,1.2,Resource Related,True,Energy,not inherited,True,True,William,Macaulay
Wong Man Li,1372,2014,1992,Man Wah Holdings,founder,furniture,new,49,male,Hong Kong,HKG,0.0,East Asia,founder non-finance,1.2,Traded Sectors,True,Consumer,not inherited,True,True,Wong,ManLi
Xiu Li Hawken,1372,2014,2007,Renhe Commercial Holdings,owner,real estate,new,51,female,United Kingdom,GBR,0.0,Europe,self-made finance,1.2,Financial,True,Real Estate,not inherited,True,True,Xiu,LiHawken
Yu Minhong,1372,2014,1993,New Oriental Education and Technology Group,founder,education,new,52,male,China,CHN,0.0,East Asia,founder non-finance,1.2,0,True,Other,not inherited,True,True,Yu,Minhong
Zhang Zhongneng,1372,2014,1993,Guangdong Dongyangguang Aluminum,owner,aluminum,privatization,50,male,China,CHN,0.0,East Asia,privatized and resources,1.2,Resource Related,True,Mining and metals,not inherited,True,True,Zhang,Zhongneng
Zhong Sheng Jian,1372,2014,1993,Yanlord Land Group,founder,real estate,new,56,male,Singapore,SGP,0.0,East Asia,self-made finance,1.2,Financial,True,Real Estate,not inherited,True,True,Zhong,ShengJian
Ziyaudin Magomedov,1372,2014,2004,Summa Group,founder,"ports, gas",new,45,male,Russia,RUS,0.0,Europe,privatized and resources,1.2,Resource Related,True,Energy,not inherited,True,True,Ziyaudin,Magomedov
Alexei Bogachev,1442,2014,1994,Magnit,owner,retail,new,43,male,Russia,RUS,0.0,Europe,executive,1.2,Non-Traded Sectors,True,"Retail, Restaurant",not inherited,True,True,Alexei,Bogachev
Alexei Semin,1442,2014,1991,Obrazovanie,owner,real estate,new,46,male,Russia,RUS,0.0,Europe,self-made finance,1.2,Financial,True,Real Estate,not inherited,True,True,Alexei,Semin
Alfredo Egydio Arruda Villela Filho,1442,2014,1966,Itausa Investimentos Itau SA,relation,banking,new,44,male,Brazil,BRA,0.0,Latin America,inherited,1.2,Financial,True,Money Management,father,True,True,Alfredo,EgydioArrudaVillelaFilho
Andrei Kuzyaev,1442,2014,1991,Perm Financial Industrial Group (PFIG),founder,telecom,new,48,male,Russia,RUS,0.0,Europe,privatized and resources,1.2,Non-Traded Sectors,True,Media,not inherited,True,True,Andrei,Kuzyaev
Brij Bhushan Singal,1442,2014,1987,Bhushan Steel,founder,steel,new,77,male,India,IND,0.0,South Asia,privatized and resources,1.2,Resource Related,True,Non-consumer industrial,not inherited,True,True,Brij,BhushanSingal
